latency_ms
0.068000
0.070167
0.071208
0.071333
0.071500
0.071625
0.071666
0.071791
0.072667
0.073083
0.073416
0.073666
0.073875
0.073958
0.074000
0.074750
0.074833
0.075042
0.075167
0.075208
0.075459
0.075542
0.075542
0.075958
0.076042
0.076125
0.076334
0.076458
0.076500
0.076875
0.076958
0.077000
0.077000
0.077208
0.077250
0.077375
0.077417
0.077458
0.077500
0.077625
0.077625
0.077625
0.077750
0.077792
0.077834
0.077916
0.078042
0.078208
0.078208
0.078250
0.078291
0.078333
0.078417
0.078458
0.078500
0.078583
0.078625
0.078708
0.078792
0.078834
0.078917
0.079000
0.079042
0.079083
0.079166
0.079708
0.079750
0.079750
0.079791
0.079833
0.079958
0.080000
0.080083
0.080167
0.080167
0.080250
0.080250
0.080250
0.080375
0.080417
0.080458
0.080500
0.080708
0.080750
0.080792
0.080875
0.080917
0.080958
0.081042
0.081042
0.081083
0.081083
0.081167
0.081167
0.081208
0.081208
0.081250
0.081334
0.081458
0.081458
0.081500
0.081500
0.081667
0.081750
0.081750
0.081792
0.081792
0.081917
0.081917
0.082000
0.082083
0.082083
0.082125
0.082167
0.082167
0.082208
0.082250
0.082292
0.082375
0.082500
0.082584
0.082625
0.082625
0.082750
0.082791
0.082792
0.082833
0.082916
0.082958
0.083000
0.083000
0.083000
0.083042
0.083084
0.083125
0.083166
0.083250
0.083292
0.083416
0.083416
0.083458
0.083459
0.083500
0.083625
0.083833
0.083833
0.083875
0.083875
0.083916
0.083916
0.083917
0.083959
0.084166
0.084250
0.084250
0.084334
0.084458
0.084500
0.084708
0.084791
0.084875
0.084958
0.084959
0.085042
0.085083
0.085083
0.085084
0.085167
0.085167
0.085209
0.085250
0.085291
0.085291
0.085375
0.085416
0.085417
0.085417
0.085500
0.085500
0.085583
0.085583
0.085709
0.085750
0.085833
0.085875
0.085916
0.085958
0.085958
0.086000
0.086000
0.086084
0.086125
0.086125
0.086250
0.086250
0.086250
0.086292
0.086375
0.086417
0.086500
0.086500
0.086667
0.086667
0.086708
0.086750
0.086750
0.086791
0.086791
0.086792
0.086833
0.086875
0.086958
0.087000
0.087000
0.087083
0.087125
0.087125
0.087125
0.087166
0.087250
0.087250
0.087333
0.087375
0.087416
0.087458
0.087459
0.087583
0.087583
0.087750
0.087791
0.087792
0.087875
0.087917
0.087917
0.087958
0.088000
0.088000
0.088125
0.088125
0.088125
0.088208
0.088208
0.088250
0.088250
0.088292
0.088333
0.088333
0.088333
0.088334
0.088375
0.088541
0.088542
0.088583
0.088583
0.088625
0.088666
0.088666
0.088667
0.088667
0.088750
0.088750
0.088833
0.088833
0.088875
0.088875
0.088875
0.088917
0.088958
0.088958
0.089000
0.089042
0.089042
0.089083
0.089083
0.089084
0.089125
0.089291
0.089417
0.089458
0.089541
0.089584
0.089625
0.089625
0.089666
0.089750
0.089792
0.089792
0.089792
0.089833
0.089833
0.089834
0.089875
0.089917
0.089917
0.090042
0.090084
0.090084
0.090084
0.090125
0.090125
0.090167
0.090250
0.090292
0.090333
0.090375
